gender,SeniorCitizen,Partner,Dependents,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Young,tenure,RevenuePerUser,TotalRevenue,Churn,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Contract_Month-to-month,Contract_One year,Contract_Two year,InternetService_DSL,InternetService_Fiber optic,InternetService_No
1,1,0,0,1,0,1,1,0,1,1,1,0,-1.1957747717095766,0.95485342631468,-0.9434351641250688,1,0,0,1,0,1,0,0,1,0,0
1,0,1,0,1,0,0,1,1,1,1,0,0,1.0030573020093319,1.0746836402878528,1.3838333628013513,0,0,0,1,0,0,0,1,1,0,0
1,0,1,1,1,0,0,0,0,0,0,1,0,-0.381392522184055,-1.7968033389952136,-0.8347388886144174,0,0,1,0,0,0,1,0,0,0,1
0,0,1,1,1,1,1,0,1,0,0,1,0,-0.5849880845654354,0.3778931368142184,-0.4375403491315696,0,0,0,0,1,0,1,0,0,1,0
1,0,1,1,1,0,0,0,0,0,0,0,0,1.5324057642009208,-1.6547823446566388,-0.24351241807984597,0,0,1,0,0,0,0,1,0,0,1
0,0,1,1,1,0,0,0,0,0,0,0,0,0.025798602578705823,-1.6547823446566388,-0.6795165437730385,0,0,0,0,1,0,1,0,0,0,1
1,0,0,1,1,0,1,0,0,0,0,1,0,-1.2772129966621288,0.000649870602378127,-1.0376555337850026,0,0,0,1,0,1,0,0,0,1,0
0,0,1,1,1,0,0,0,0,0,0,0,0,-1.1957747717095766,-1.6547823446566388,-1.0330334024431946,0,0,0,0,1,0,0,1,0,0,1
1,1,0,0,1,0,1,1,1,1,1,1,0,0.8808999645805035,1.1767612299687036,1.3178537077133434,0,0,0,1,0,0,0,1,1,0,0
1,0,1,1,1,1,0,1,1,0,1,1,0,-1.0328983218044723,0.8660903048530705,-0.7839462365066363,0,0,1,0,0,1,0,0,0,1,0
1,0,1,0,1,1,1,0,1,0,0,0,0,1.5324057642009208,0.5199141311527936,1.498675549217044,0,1,0,0,0,0,0,1,1,0,0
0,1,0,0,1,0,0,0,0,1,1,1,0,-1.2772129966621288,0.5554193797374373,-1.03130645227153,1,0,0,1,0,1,0,0,1,0,0
1,1,0,0,1,1,1,1,1,1,0,1,0,-0.09635873485012242,0.8882810852184728,0.1582574600927021,0,1,0,0,0,1,0,0,1,0,0
1,0,1,0,1,0,0,0,1,0,0,1,0,-0.014920509897570258,-0.02154090976302424,-0.09316616784081407,0,0,0,1,0,0,1,0,1,0,0
0,0,1,1,1,0,0,0,0,0,0,1,0,-1.2772129966621288,-1.7968033389952136,-1.058226557888654,0,0,0,0,1,1,0,0,0,0,1
0,0,1,0,1,0,0,1,1,1,1,1,0,0.9623381895330556,0.9326626459492776,1.2497915538889168,0,0,0,1,0,1,0,0,1,0,0
1,0,0,0,1,0,1,0,0,0,0,1,0,-0.870021871899368,0.000649870602378127,-0.7303599885329273,1,0,0,1,0,1,0,0,1,0,0
1,0,0,0,1,1,0,1,1,1,1,1,0,0.7994617396279513,1.0879981085070942,1.1766501348537122,0,0,0,1,0,0,0,1,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,-0.8293027594230918,-1.6547823446566388,-0.9269783448421477,0,0,0,0,1,0,1,0,0,0,1
1,0,0,0,0,1,0,0,1,0,0,0,0,-0.1370778473263985,-0.3899078638287034,-0.30685085525824884,0,0,0,0,1,0,1,0,0,1,0
1,0,1,1,1,0,1,1,1,1,1,0,0,0.025798602578705823,1.3187822243072789,0.44350899433000046,0,0,1,0,0,0,0,1,0,1,0
0,0,1,1,1,0,0,0,0,0,0,0,0,-0.4221116346603311,-1.6547823446566388,-0.8091393919520957,0,1,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,0,1,0,-0.1370778473263985,-0.6650735403596929,-0.3981760437480393,1,0,0,1,0,1,0,0,0,1,0
0,0,1,0,1,0,0,1,0,1,1,1,0,-0.910740984375644,0.7107548422952539,-0.6798212996856852,0,0,1,0,0,1,0,0,0,1,0
0,0,1,0,1,0,0,0,0,0,0,0,0,-0.2592351847552267,-1.6547823446566388,-0.762003810796075,0,0,0,0,1,0,1,0,0,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,-0.7885836469468158,-0.5230525460211176,-0.7468168078158485,0,0,0,1,0,1,0,0,0,1,0
1,0,1,1,1,1,1,1,0,1,1,1,0,1.3695293142958165,1.1101888888724964,1.7978442701318744,0,1,0,0,0,0,1,0,1,0,0
1,0,1,0,1,1,1,1,1,1,1,0,0,1.5324057642009208,1.4741176868650954,2.2631049634391487,1,0,1,0,0,0,1,0,1,0,0
1,0,1,0,1,0,0,0,0,0,0,1,0,-1.2772129966621288,-0.2434487134170479,-1.0404491296509306,1,0,0,1,0,1,0,0,1,0,0
0,0,0,0,1,0,0,1,0,1,1,1,0,1.0030573020093319,0.7107548422952539,1.1464285068495823,1,0,0,1,0,0,0,1,1,0,0
0,0,1,1,1,0,1,1,0,1,1,1,0,1.0437764144856079,0.95485342631468,1.3473134459358564,0,0,1,0,0,0,1,0,1,0,0
1,0,1,1,1,0,0,0,0,0,1,0,0,-1.2772129966621288,0.47553257042198893,-1.03222072000947,1,0,0,1,0,1,0,0,1,0,0
1,0,0,0,1,0,0,0,0,0,0,1,1,-1.1957747717095766,-1.7968033389952136,-1.0379094970455416,1,0,0,0,1,1,0,0,0,0,1
0,0,0,0,1,0,0,0,1,1,1,1,0,-0.910740984375644,0.777327183391461,-0.672202401869518,1,0,0,1,0,1,0,0,1,0,0
0,0,0,0,1,0,1,0,0,0,0,1,0,0.9623381895330556,0.000649870602378127,0.6524699651014118,1,0,0,1,0,1,0,0,1,0,0
1,0,0,1,1,0,1,0,0,1,0,1,0,-0.4221116346603311,0.35570235644881604,-0.3029398210459498,0,0,1,0,0,1,0,0,1,0,0
1,0,1,1,1,1,1,1,1,1,0,1,0,1.613843989153473,0.8882810852184728,1.8755570278567795,0,0,1,0,0,0,0,1,1,0,0
1,0,0,0,1,0,0,0,0,0,0,1,0,-1.2772129966621288,-0.2434487134170479,-1.0404491296509306,0,0,0,1,0,1,0,0,1,0,0
0,0,1,1,1,1,0,0,0,0,0,0,0,0.2701132774363623,0.053907743479343934,0.15383849935932525,0,0,1,0,0,1,0,0,0,1,0
0,0,0,1,1,1,0,0,0,0,0,0,0,-1.2772129966621288,0.053907743479343934,-1.0370460219597093,0,0,0,0,1,1,0,0,0,1,0
1,0,0,0,1,0,0,0,0,1,1,1,0,-1.2772129966621288,0.5554193797374373,-1.03130645227153,1,0,0,1,0,1,0,0,1,0,0
1,0,1,0,1,1,0,1,1,0,0,1,0,0.7994617396279513,0.2891300153526089,0.7012309111248816,0,0,1,0,0,0,0,1,1,0,0
1,0,1,0,1,0,0,1,0,1,1,1,0,-0.910740984375644,0.7107548422952539,-0.6798212996856852,1,0,0,1,0,1,0,0,1,0,0
1,0,0,0,1,0,1,0,0,0,0,0,0,-1.1550556592333006,0.1426708649409534,-0.9389654107395841,0,0,0,0,1,1,0,0,0,1,0
1,0,1,1,0,1,0,1,1,1,1,0,0,1.5324057642009208,0.8749666169992315,1.783114401020618,0,1,0,0,0,0,0,1,0,1,0
1,0,1,0,1,0,0,0,0,0,0,0,0,1.12521463943816,-1.6547823446566388,-0.361351370969898,0,0,0,0,1,0,0,1,0,0,1
1,1,0,0,1,0,0,1,1,0,1,1,0,-0.9921792093281961,0.7107548422952539,-0.7575340574105902,0,0,1,0,0,1,0,0,0,1,0
0,0,1,1,1,0,1,1,0,1,1,1,0,-0.910740984375644,0.95485342631468,-0.6518853410264056,1,0,1,0,0,1,0,0,1,0,0
0,0,1,1,1,0,0,0,0,0,0,0,0,-1.1957747717095766,-1.6547823446566388,-1.0330334024431946,0,0,0,0,1,1,0,0,0,0,1
1,1,0,0,1,0,0,0,0,0,0,1,0,1.2880910893432642,-1.7968033389952136,-0.4182391413306128,0,1,0,0,0,0,0,1,0,0,1
0,0,1,0,1,0,1,1,0,1,1,1,0,1.3695293142958165,0.95485342631468,1.6805132437629002,0,0,0,1,0,1,0,0,1,0,0
1,0,1,1,1,0,1,1,0,1,0,1,0,0.6773044021991231,0.5110378190066326,0.7235796780523052,0,0,0,1,0,0,1,0,1,0,0
0,0,0,0,1,0,1,0,0,0,0,0,0,-1.2772129966621288,0.1426708649409534,-1.0360301689175537,0,0,0,1,0,1,0,0,0,1,0
1,0,0,1,1,0,1,0,0,1,1,1,0,0.14795594000753406,0.7995179637568633,0.3670152602556822,0,0,0,1,0,1,0,0,1,0,0
0,0,1,0,1,1,0,0,1,0,1,1,0,1.0437764144856079,0.7107548422952539,1.1852848857120348,0,0,0,1,0,0,1,0,0,1,0
1,0,0,0,1,0,0,1,0,0,0,1,0,-1.0328983218044723,-0.08811325085923134,-0.8603891779288468,0,0,0,1,0,1,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,-1.2772129966621288,-0.10142771907847264,-1.0388237647834817,0,0,0,1,0,1,0,0,0,1,0
1,1,0,0,1,1,1,1,1,1,1,1,0,1.613843989153473,1.3320966925265203,2.2412641230328028,0,1,0,0,0,0,0,1,1,0,0
1,1,0,0,1,0,0,1,0,0,0,1,0,0.10723682753125799,-0.08811325085923134,-0.02840553640339323,0,1,0,0,0,0,1,0,1,0,0
1,0,0,0,1,1,1,0,0,0,1,1,0,-0.17779695980267457,0.7329456226606562,0.026704491133549207,1,0,1,0,0,1,0,0,1,0,0
1,0,0,0,1,1,0,0,0,1,1,1,0,-0.09635873485012242,0.7107548422952539,0.09730627756336487,0,1,0,0,0,1,0,0,1,0,0
1,0,1,1,1,0,1,0,1,0,1,1,0,0.7994617396279513,0.7995179637568633,1.004970970729412,0,1,0,0,0,1,0,0,1,0,0
0,0,1,1,1,1,1,1,1,1,1,1,0,1.613843989153473,1.3320966925265203,2.2412641230328028,0,1,0,0,0,0,0,1,1,0,0
1,0,1,1,1,0,0,0,0,0,0,1,0,-0.055639622373846336,-1.7968033389952136,-0.7534706452419677,0,0,0,1,0,1,0,0,0,0,1
1,0,1,1,1,1,1,1,1,0,1,0,0,1.5324057642009208,1.2522098832110717,2.085330681061915,0,1,0,0,0,0,1,0,0,1,0
1,0,1,1,1,1,0,1,1,1,1,0,0,0.8401808521042274,1.2300191028456695,1.305968227120123,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,1,0,0,0,0,0,0,1,1,-1.2772129966621288,-1.7968033389952136,-1.058226557888654,1,1,0,0,0,1,0,0,0,0,1
0,0,1,1,1,0,0,0,0,0,0,0,0,-0.910740984375644,-1.6547823446566388,-0.9505461354201582,0,0,0,0,1,0,0,1,0,0,1
0,1,0,0,0,0,0,0,0,0,0,1,0,-1.2772129966621288,-0.909172124379119,-1.0480680274670977,1,0,0,0,1,1,0,0,0,1,0
0,0,1,0,1,0,0,0,0,0,0,0,0,-0.1370778473263985,-1.6547823446566388,-0.7266521249290593,0,0,0,0,1,1,0,0,0,0,1
1,0,1,1,1,1,1,1,1,1,1,1,0,1.084495526961884,1.3320966925265203,1.6436885709847588,0,0,0,1,0,0,0,1,0,1,0
1,0,0,0,1,0,0,0,0,0,0,0,0,-1.2364938841858526,-0.10142771907847264,-1.009262441256753,1,0,0,0,1,1,0,0,0,1,0
0,0,0,0,1,1,1,1,0,1,1,1,0,1.0437764144856079,1.1101888888724964,1.450422529714652,1,0,0,1,0,0,1,0,1,0,0
1,0,1,1,1,1,1,0,1,1,0,0,0,0.5144279522940188,0.8749666169992315,0.7647217262596079,0,0,1,0,0,0,0,1,0,1,0
1,0,0,0,1,0,0,0,0,1,0,1,0,-0.8293027594230918,0.11160377242938997,-0.6843926383753854,0,0,0,1,0,1,0,0,1,0,0
0,0,0,0,1,0,0,1,1,0,1,1,0,-0.8293027594230918,0.7107548422952539,-0.6021085419607801,1,0,0,1,0,1,0,0,1,0,0
1,0,1,0,1,0,0,0,0,0,0,1,0,0.025798602578705823,-0.2434487134170479,-0.14649845255398417,0,0,1,0,0,1,0,0,0,1,0
0,0,0,0,1,1,1,0,0,1,1,1,0,-0.9514600968519201,0.95485342631468,-0.6935353157547861,1,0,0,1,0,1,0,0,0,1,0
1,0,1,1,1,0,1,0,1,1,0,1,0,-1.0328983218044723,0.5776101601028397,-0.8070568932156768,1,0,0,1,0,1,0,0,1,0,0
1,0,1,1,1,0,0,1,0,1,0,1,0,1.3695293142958165,0.26693923498720656,1.1609044127003,0,1,0,0,0,0,0,1,0,1,0
1,0,1,1,1,0,0,1,1,0,1,1,0,0.7994617396279513,0.7107548422952539,0.9521466125373199,1,1,0,0,0,0,0,1,1,0,0
0,0,1,0,0,1,0,0,0,1,0,0,0,0.6773044021991231,-0.16800006017467975,0.34278716520027075,0,1,0,0,0,1,0,0,0,1,0
0,0,1,1,1,1,0,0,0,0,0,1,0,1.1659337519144362,-0.08811325085923134,0.7441507021559565,0,1,0,0,0,0,1,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,1,-0.3406734097077789,-1.6547823446566388,-0.7855716013740853,0,0,1,0,0,0,0,1,0,0,1
0,0,0,0,1,0,0,0,1,0,0,1,0,-1.2772129966621288,-0.02154090976302424,-1.0379094970455416,0,0,0,1,0,1,0,0,0,1,0
1,0,1,1,1,1,0,0,1,0,0,1,0,-0.6257071970417115,0.13379455279479233,-0.5200784088067137,0,0,0,0,1,0,1,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,1,-0.8293027594230918,-1.6547823446566388,-0.9269783448421477,0,0,0,0,1,1,0,0,0,0,1
1,0,0,0,1,0,0,1,1,0,0,0,0,-1.2772129966621288,0.2758155471333676,-1.0345063893543203,1,0,0,0,1,1,0,0,0,1,0
1,1,0,0,1,0,1,1,1,1,0,1,0,1.1659337519144362,0.7329456226606562,1.3173457811922658,0,0,0,0,1,0,1,0,1,0,0
1,0,0,0,1,1,0,1,1,1,0,0,0,-0.21851607227895065,0.786203495537622,0.004050968293478907,0,0,1,0,0,0,1,0,0,1,0
0,0,1,1,1,1,0,1,0,1,1,1,0,0.636585289722847,0.8660903048530705,0.8820527526285821,0,1,0,0,0,0,1,0,1,0,0
1,0,1,0,1,1,1,1,0,1,0,1,0,1.5731248766771968,0.6663732815644492,1.6543550279273929,0,0,0,1,0,0,0,1,1,0,0
0,0,1,1,1,0,1,0,1,0,0,1,0,-1.1550556592333006,0.2225576742564018,-0.9353083397878238,0,0,0,0,1,1,0,0,0,1,0
1,0,1,0,1,1,1,0,0,1,1,1,0,1.1659337519144362,0.95485342631468,1.472263370120998,0,0,0,1,0,1,0,0,1,0,0
0,0,0,0,1,1,1,0,0,1,1,0,0,-0.055639622373846336,1.0968744206532552,0.27315043916050297,0,0,0,1,0,1,0,0,1,0,0
0,0,1,0,1,0,1,0,0,0,1,0,0,-0.014920509897570258,0.719631154441415,0.1782697650231679,1,1,0,0,0,1,0,0,1,0,0
0,0,0,0,1,1,0,0,1,1,1,0,0,-0.09635873485012242,1.0746836402878528,0.22225620174850624,0,1,0,0,0,1,0,0,1,0,0
0,0,1,1,1,0,0,0,0,0,0,0,0,0.9216190770567796,-1.6547823446566388,-0.42027084741492404,0,0,1,0,0,1,0,0,0,0,1
0,0,1,0,1,0,0,0,0,0,0,0,0,0.39227061486519055,-1.6547823446566388,-0.5734614861719917,0,0,1,0,0,1,0,0,0,0,1
0,0,1,1,1,1,1,1,1,1,1,1,0,1.5324057642009208,1.3320966925265203,2.1493294227177193,1,1,0,0,0,0,0,1,1,0,0
0,0,1,1,1,0,0,0,0,0,0,0,0,1.5731248766771968,-1.6547823446566388,-0.23172852279084075,0,0,1,0,0,0,0,1,0,0,1
0,0,0,0,1,1,1,1,1,1,1,0,0,0.4329897273414666,1.4741176868650954,0.978101657764396,0,0,1,0,0,0,0,1,1,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,-0.5442689720891593,-0.909172124379119,-0.6823609322910742,0,1,0,0,0,1,0,0,0,1,0
1,0,1,1,1,0,0,0,0,0,0,0,0,-0.5442689720891593,-1.6547823446566388,-0.8444910778191114,0,0,0,0,1,0,1,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,1,-0.8293027594230918,-0.10142771907847264,-0.7136492059894674,0,0,0,0,1,1,0,0,1,0,0
1,0,0,0,1,0,1,0,1,1,0,1,0,-1.1550556592333006,0.5776101601028397,-0.9190546911133339,0,1,0,0,0,1,0,0,0,1,0
0,1,0,0,1,0,0,0,0,0,1,1,0,-0.7885836469468158,0.33351157608341364,-0.6193780436774258,1,0,0,1,0,1,0,0,1,0,0
0,0,0,1,1,0,1,1,0,0,0,0,0,-1.1550556592333006,0.29800632749877,-0.9318544394444948,1,1,0,0,0,1,0,0,1,0,0
1,0,0,0,1,0,1,1,0,1,0,1,0,-0.9921792093281961,0.5110378190066326,-0.7758194121693913,1,0,0,1,0,1,0,0,1,0,0
1,1,0,0,1,1,1,1,1,1,1,0,0,1.5324057642009208,1.4741176868650954,2.2631049634391487,0,0,1,0,0,0,0,1,0,1,0
1,0,1,1,1,1,1,1,1,1,1,1,0,1.4509675392483685,1.3320966925265203,2.0573947224026354,0,0,1,0,0,0,0,1,0,1,0
1,0,1,0,1,0,1,0,0,0,0,1,0,-1.1143365467570243,0.000649870602378127,-0.9147373156841725,1,0,0,1,0,1,0,0,1,0,0
1,0,0,0,1,0,0,0,1,1,1,1,0,-0.8293027594230918,0.777327183391461,-0.5929658645813796,1,0,0,0,1,1,0,0,1,0,0
1,0,1,1,1,0,1,1,0,1,1,1,0,1.0030573020093319,0.95485342631468,1.305663471207476,0,0,1,0,0,0,1,0,1,0,0
0,0,1,1,1,0,0,0,0,0,0,0,0,0.7587426271516753,-1.6547823446566388,-0.46740642857094483,0,0,0,0,1,0,0,1,0,0,1
0,0,0,0,1,1,1,0,0,0,0,0,0,-1.1550556592333006,0.29800632749877,-0.9318544394444948,0,0,0,1,0,1,0,0,0,1,0
1,1,0,0,1,1,1,1,0,1,1,0,0,1.5324057642009208,1.2522098832110717,2.085330681061915,0,0,1,0,0,0,0,1,1,0,0
0,0,1,0,1,0,0,0,0,0,0,0,0,-0.09635873485012242,-1.6547823446566388,-0.7148682296400541,1,1,0,0,0,1,0,0,0,0,1
1,0,0,0,1,0,0,1,0,1,0,1,0,-1.0328983218044723,0.26693923498720656,-0.8319452927484894,1,0,0,1,0,1,0,0,1,0,0
1,1,0,0,1,1,0,0,0,0,1,1,0,-0.5442689720891593,0.4888470386412302,-0.37836690942600465,0,0,0,1,0,1,0,0,1,0,0
1,0,0,0,1,0,1,0,1,0,0,0,0,-1.2772129966621288,0.36457866859497706,-1.0334905363121647,1,0,0,0,1,1,0,0,0,1,0
1,0,0,0,1,0,1,1,1,1,1,1,0,-0.8293027594230918,1.1767612299687036,-0.538109800304976,1,0,0,0,1,1,0,0,1,0,0
1,0,0,0,1,0,0,0,1,0,0,0,0,-0.6257071970417115,0.12048008457555104,-0.5226688340642106,1,0,0,0,1,1,0,0,0,1,0
1,1,0,0,1,0,0,1,0,1,1,1,0,1.3695293142958165,0.7107548422952539,1.496135916611655,1,0,1,0,0,1,0,0,1,0,0
1,0,0,0,1,0,0,0,0,0,0,1,0,-1.1957747717095766,-0.2434487134170479,-0.9845772123323715,1,0,0,1,0,1,0,0,0,1,0
1,1,0,0,1,1,0,1,0,0,1,1,0,0.7587426271516753,0.6441825011990467,0.8744338548124149,0,1,0,0,0,0,1,0,1,0,0
1,0,0,0,1,0,0,1,0,0,0,0,0,0.7587426271516753,0.053907743479343934,0.5299072955653362,1,0,1,0,0,1,0,0,1,0,0
0,0,1,0,1,0,0,0,0,0,0,0,0,1.5731248766771968,-1.6547823446566388,-0.23172852279084075,0,0,1,0,0,0,0,1,0,0,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0.10723682753125799,-0.10142771907847264,-0.03373876487471024,1,0,1,0,0,1,0,0,1,0,0
0,0,0,0,1,0,1,0,0,0,0,0,0,-0.870021871899368,0.1426708649409534,-0.7124809749909884,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,1,0,0,1,1,1,1,0,0,-1.2364938841858526,1.0746836402878528,-0.982342335639629,1,0,0,1,0,1,0,0,0,1,0
0,1,0,0,1,1,1,0,0,0,1,1,0,-0.2592351847552267,0.7329456226606562,-0.051516193112433606,1,0,0,1,0,1,0,0,1,0,0
1,0,1,1,1,0,0,0,0,0,0,0,0,1.12521463943816,-1.6547823446566388,-0.361351370969898,0,0,1,0,0,0,1,0,0,0,1
1,0,1,1,1,1,1,0,0,0,0,1,0,1.2066528643907122,0.1559853331601947,0.9470673473265419,0,0,1,0,0,0,1,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,1,0,-0.8293027594230918,-0.2434487134170479,-0.7331535843988553,0,1,0,0,0,1,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,-1.1550556592333006,-0.10142771907847264,-0.950139794203296,1,0,0,1,0,1,0,0,1,0,0
1,1,0,0,1,0,0,0,0,1,1,1,0,0.5144279522940188,0.5554193797374373,0.6001535334303972,0,1,0,0,0,1,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,-1.2772129966621288,-0.10142771907847264,-1.0388237647834817,1,0,0,1,0,1,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,1,0,-0.9921792093281961,-1.7968033389952136,-0.9871168449377605,0,0,0,0,1,1,0,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,1,0,-1.2364938841858526,-0.2434487134170479,-1.012513170991651,1,0,0,1,0,1,0,0,1,0,0
0,0,1,0,1,0,0,0,0,0,0,1,0,1.4509675392483685,-1.7968033389952136,-0.3776050196443879,0,0,1,0,0,0,0,1,0,0,1
0,0,1,0,1,1,1,1,1,0,1,1,0,0.14795594000753406,1.1101888888724964,0.49501274356729047,0,0,1,0,0,0,0,1,1,0,0
0,0,0,0,1,0,0,0,0,0,0,1,1,-1.2772129966621288,-1.7968033389952136,-1.058226557888654,0,0,0,0,1,1,0,0,0,0,1
0,0,1,0,0,0,1,0,1,0,0,0,0,0.39227061486519055,-0.30114474236709393,0.07719238732868362,1,0,0,0,1,0,1,0,0,1,0
1,1,0,0,1,0,1,0,0,0,1,1,0,-1.1143365467570243,0.5776101601028397,-0.8817220918141149,1,0,0,1,0,1,0,0,1,0,0
0,0,0,0,1,1,0,0,0,1,0,1,0,-0.910740984375644,0.26693923498720656,-0.7306139517934662,1,0,0,0,1,1,0,0,1,0,0
0,0,1,1,1,0,0,0,0,1,0,1,0,1.4509675392483685,0.11160377242938997,1.10757212798713,1,0,0,1,0,0,1,0,1,0,0
1,1,0,0,1,0,0,0,0,1,1,1,0,-0.5035498596128832,0.5554193797374373,-0.32681236753660686,1,0,0,1,0,1,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0,1,0,1,-0.1370778473263985,0.47553257042198893,-0.019618407588747014,0,0,0,0,1,0,0,1,1,0,0
1,0,0,0,1,0,1,0,0,0,1,1,0,-1.2772129966621288,0.5776101601028397,-1.0310524890109911,0,0,0,1,0,1,0,0,1,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0,-0.7478645344705397,0.053907743479343934,-0.6296381594031975,0,1,0,0,0,1,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,1,0,-1.1143365467570243,-0.2434487134170479,-0.9287052950138123,0,0,1,0,0,1,0,0,0,1,0
0,0,0,1,1,0,0,0,0,0,0,0,0,-0.5442689720891593,-1.6547823446566388,-0.8444910778191114,0,0,0,0,1,0,0,1,0,0,1
1,1,0,0,1,0,0,0,0,0,0,0,0,1.5731248766771968,-1.6547823446566388,-0.23172852279084075,0,0,1,0,0,0,0,1,0,0,1
1,1,0,0,0,0,1,0,0,1,1,1,0,-1.1550556592333006,0.44446547791042545,-0.9251498093662677,0,0,1,0,0,1,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,1,0,-1.2772129966621288,-0.2434487134170479,-1.0404491296509306,0,0,0,1,0,1,0,0,1,0,0
1,0,0,1,1,0,0,0,0,0,0,1,0,-1.0736174342807483,-1.7968033389952136,-1.007433905780873,0,0,0,0,1,1,0,0,0,0,1
0,1,0,0,1,0,1,0,0,1,1,1,0,-0.014920509897570258,0.7995179637568633,0.20752633263724973,0,0,0,1,0,1,0,0,1,0,0
0,0,1,0,1,1,1,1,1,1,1,1,0,1.4509675392483685,1.3320966925265203,2.0573947224026354,0,0,0,1,0,0,0,1,0,1,0
0,0,1,1,1,0,0,1,0,1,1,1,0,0.025798602578705823,0.7107548422952539,0.21387541415072236,1,0,0,1,0,0,1,0,1,0,0
0,0,0,0,1,0,1,1,1,1,1,1,0,1.2473719768669882,1.1767612299687036,1.715560173717269,0,0,1,0,0,1,0,0,1,0,0
1,0,1,0,1,0,0,0,0,0,0,0,0,0.8401808521042274,-1.6547823446566388,-0.4438386379929345,0,0,1,0,0,0,0,1,0,0,1
1,1,0,0,1,0,0,0,0,1,1,1,0,-0.5849880845654354,0.5554193797374373,-0.4009696396139672,1,0,0,1,0,1,0,0,1,0,0
0,1,0,0,1,1,0,0,0,0,0,1,0,-1.0736174342807483,-0.08811325085923134,-0.8901028794118987,0,0,0,1,0,1,0,0,1,0,0
0,1,0,0,1,0,0,1,0,0,1,1,0,1.084495526961884,0.4888470386412302,1.0743029408565332,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0,1,0,0,1,0,0,0,1,0,-1.2772129966621288,-0.08811325085923134,-1.0386713868271582,1,0,0,0,1,1,0,0,0,1,0
1,0,0,0,1,1,0,0,1,0,1,1,0,0.636585289722847,0.7107548422952539,0.7967210970875099,0,1,0,0,0,0,1,0,0,1,0
1,0,0,0,1,0,0,0,0,0,0,0,1,-1.2772129966621288,-1.6547823446566388,-1.0566011930212051,0,0,0,0,1,1,0,0,0,0,1
0,0,0,0,1,0,0,1,0,1,1,1,0,0.18867505248381014,0.7107548422952539,0.3693009296005324,0,0,0,1,0,1,0,0,1,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,-0.21851607227895065,-0.10142771907847264,-0.27022935308853874,0,0,0,0,1,1,0,0,0,1,0
0,0,1,1,1,0,1,0,1,0,1,1,0,-0.7478645344705397,0.7995179637568633,-0.5101738416456965,1,0,1,0,0,1,0,0,1,0,0
1,0,0,0,1,1,1,1,1,1,0,1,0,1.613843989153473,0.8882810852184728,1.8755570278567795,0,1,0,0,0,0,0,1,0,1,0
0,0,0,0,1,0,0,0,0,1,0,1,0,-1.1957747717095766,0.11160377242938997,-0.972386975826504,1,0,0,1,0,1,0,0,1,0,0
0,0,1,1,1,1,1,1,0,1,1,1,0,1.5324057642009208,1.1101888888724964,1.9715551403404856,0,0,1,0,0,0,1,0,1,0,0
1,0,1,0,1,0,0,0,0,0,0,0,0,-0.8293027594230918,-1.6547823446566388,-0.9269783448421477,0,1,0,0,0,0,1,0,0,0,1
1,0,0,0,1,0,0,0,0,0,0,0,0,-0.381392522184055,-1.6547823446566388,-0.7973554966630906,0,0,0,0,1,0,1,0,0,0,1
0,0,1,1,1,0,1,0,1,1,0,1,0,-0.381392522184055,0.5776101601028397,-0.20973530442817157,0,0,1,0,0,1,0,0,0,1,0
0,0,0,0,1,0,1,1,0,1,0,1,0,0.3108323899126384,0.5110378190066326,0.394443292393884,0,1,0,0,0,1,0,0,1,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,-0.870021871899368,-0.10142771907847264,-0.7432105295161959,0,0,1,0,0,1,0,0,0,1,0
1,0,0,0,1,0,0,0,0,0,0,0,1,0.39227061486519055,-1.6547823446566388,-0.5734614861719917,0,1,0,0,0,0,1,0,0,0,1
